SrNo,Name,RegNo,State,City,Address,PIN,SectorWorking
3,Kaivalya Plays Foundation,U85300DL2021NPL377030,Delhi, Delhi ,"A-41, Ifs Apartments, Phase-I Mayur Vihar -I Delhi -110091",110091,"Art & Culture,Any Other"
4,Rakshak For Human Alliance Foundation,276977,Delhi, Delhi ,"House No 8646 Ground Floor Gaushalla Road Landmark Gali Gopal Wali, New Rohtak Road, Karol Bagh New Delhi Central Delhi Dl 110005 In",110005,"Children,Education & Literacy,Aged/Elderly,Vocational Training,Women's Development & Empowerment,Any Other"
5,Shreedhara Human Welfare Foundation,U85300DL2019NPL348962,Delhi, Dwarka ,"Rz F-760/64 Raj Nagar, Palam Colony, New Delhi South West Delhi Dl 110077",110077,"Drinking Water,Education & Literacy,Food Processing,Labour & Employment,Women's Development & Empowerment,Environment & Forests"
6,Social Responsibility Council,U93000DL2015NPL278072,Delhi, New Delhi ,"114F/F,Pratap Bhawan,Bahadurshah Zafar Marg, Near Pyary Lal Bhawan Delhi Central Delhi 110002",110002,"Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,Human Rights,Information & Communication Technology,Labour & Employment,Minority Issues,Panchayati Raj,Rural Development & Poverty Alleviation,Science & Technology,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Skill Development"
7,Yatharthbodh Foundation,U85300DL2022NPL400259,Delhi, Nand Nagri ,490 1St Floor Janta Flat Gtb Enclave Nand Nagri Delhi East Delhi-110093,110093,"Agriculture,Art & Culture,Children,Education & Literacy,Health & Family Welfare,Labour & Employment,Rural Development & Poverty Alleviation,Women's Development & Empowerment,Skill Development"
8,21Vi Sadi Shiksha Trust,1418,Delhi, Delhi ,"Bh-207, Ground Floor, East Shalimar Bagh, Delhi-110088",110088,"Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Dalit Upliftment,Differently Abled,Disaster Management,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Minority Issues,Rural Development & Poverty Alleviation,Women's Development & Empowerment,Youth Affairs,Any Other"
9,24X7 Care Foundation,S/2286/SDM/NW/2015,Delhi, New Delhi ,"H.No-69, 1 St Floor, Block-B, Pocket-5, Sector-4, Rohini, Delhi-110085",110085,"Children,Aged/Elderly,Health & Family Welfare,Women's Development & Empowerment"
10,321 Education Foundation,2415,Delhi, New Delhi ,"55-A, Jor Bagh",,Education & Literacy
1,Aadesh Digital Solutions Private Limited,U72900CH2019PTC042415,Chandigarh, Chandigarh ,"Sco 188-190, Sector 354-A",,NaN
2,Acharyakul Chandigarh,4293 of 2013,Chandigarh, Chandigarh ,"Acharyakul Chandigarhgandhi Smarak Bhawan, Sector16-A, Chandigarh (U.T.) 160015",160015,"Art & Culture,Children,Environment & Forests,Health & Family Welfare,Legal Awareness & Aid,Vocational Training,Women's Development & Empowerment,Youth Affairs"
3,Adarsh Shiksha Samiti Assandh,ROS-435,Chandigarh, Haryana ,"Haryana, Chandigarh",,NaN
4,Ahsas: Association For Health Systems Analysis & Strengthening,4748 of 2018,Chandigarh, Chandigarh ,"Department Of Community Medicine, School Of Public Health, Pgimer, Chandigarh",,"Health & Family Welfare,Any Other"
5,Alankartheatrechd,4225,Chandigarh, Chandigarh ,"H. No -3184 , Housing Board Complex, Ews Society , Sector -52 D , Chandigarh",,"Agriculture,Art & Culture,Children,Education & Literacy,Human Rights,Labour & Employment,Panchayati Raj,Urban Development & Poverty Alleviation,Women's Development & Empowerment"
6,Alliance Francaise Le Corbusier De Chandigarh,1146,Chandigarh, Chandigarh ,"Next To Hibiscus Garden , Sector-36 A Chandigarh",,"Art & Culture,Civic Issues,Education & Literacy"
7,Amrit Cancer Foundation,2374,Chandigarh, Chandigarh ,353 Sector 44-A,,Health & Family Welfare
8,Angel Smayra Care Foundation,124250,Chandigarh, Chandigarh ,"133/1, Khuda Jassu, Chandigarh",,"Education & Literacy,Differently Abled"
9,Appworx It Solutions Private Limited,U72900CH2012PTC033966,Chandigarh, Chandigarh ,"Netsmartz House, Plot Number 10, Rajiv Gandhi Technology Park, Chandigarh-160101",160101,NaN
10,Armaan Foundation Chandigarh,4291,Chandigarh, Chandigarh ,"Office 2682, Sector 40 C, Chandigarh, India",,"Art & Culture,Children,Education & Literacy,Aged/Elderly,Sports,Tourism,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment"
1,21St Century Education Society,XXI OF 1860 REGD NO 31903,Chhattisgarh, Janjgir ,Brilliant Public Schoolakaltara Roadjanjgir,,Education & Literacy
2,A K Vikassheel Shikshan Sansthan,27693,Chhattisgarh, Korba ,House No-675 Aaramashin New Kashi Nagar Niharika Korba Chhattisgarh ,,NaN
3,A New Hope & Strength Foundation Society,122202239340,Chhattisgarh, Surajpur ,"Hig-406, Sector-27, Naya Raipur",,"Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Dalit Upliftment,Differently Abled,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,Information & Communication Technology,Labour & Employment,Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Panchayati Raj,Rural Development & Poverty Alleviation,Scientific & Industrial Research,Sports,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training"
4,A New Path Of Life Foundation,122201871554,Chhattisgarh, Raipur ,"250/1 Rampara Ward No. 16, Pamgarh, Mehandi, Janjgir-Champa, State Chhattisgarh, India, Pin- 495556",495556,"Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Legal Awareness & Aid,Micro Finance (SHGs)"
5,A S B S Foundation,31668,Chhattisgarh, Bhilai ,"Shakuntala Vidhyalay Road, Gayatri Mandir Ward No 13, Ramnagar Bhilai, Dist- Durg",,"Women's Development & Empowerment,Vocational Training"
6,A Society For Education Welfare And Ability,6130,Chhattisgarh, Bhilai ,Lig 149 Old Deendayal Colony Junwani Road Bhilai Bhilaichhatishgarh490020,490020,"Education & Literacy,Health & Family Welfare,Information & Communication Technology,Vocational Training,Any Other"
7,Aabhar Green Energy & Tribal Development Foundation,U85190CT2022NPL012635,Chhattisgarh, Bilaspur ,Clc Plaza Shop No.Fs31 Mangla,,"Agriculture,Art & Culture,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Human Rights,Minority Issues,Tribal Affairs,Vocational Training"
8,Aachalmahila Swa Sahayata Samuh,31229,Chhattisgarh, Kawardha ,"Ward No.16, Near Holicrass School, Shankar Ghat, Kawardha, District-Kabirdham (Chhattisgarh)",,"Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Urban Development & Poverty Alleviation,Women's Development & Empowerment"
9,Aadarsh Chhabbinath Dubey Shikshan Samiti,461,Chhattisgarh, Surajpur ,"Near Shankar Mandir Ketka Road, Manpur Dist.-Surajpur",,Agriculture
10,Aadarsh Foundation,IN-DL53953647265344S,Chhattisgarh, Jashpur ,"Head Office : Palace Road, Banki Toli Jashpur Nagar, District-Jashpur",,NaN
1,Balwatika Society Helers Of Mary,6/94,Dadra & Nagar Haveli, Dadra And Nagar Haveli ,Balwatika Society Of Helpers Of Mary,,"Children,Education & Literacy,Women's Development & Empowerment"
2,Bharatiya Adim Jati Sevak Sangh,S-404,Dadra & Nagar Haveli, Silvassa ,"Bharatiya Adim Jati Sevak Sangh, Branch Khanvel, Dadra Nagar Haveli, (Ut)",,"Tribal Affairs,Vocational Training,Women's Development & Empowerment,Youth Affairs,Skill Development"
3,Bjj Memorial Educational Charitable Truct,2249/09,Dadra & Nagar Haveli, Silvassa ,"491/1/P, Bhoyapada, Nr. Alok City, Sayli",,Any Other
4,Church Of Sacred Heart Of Jesus,HQ-II/C-64/SR/77,Dadra & Nagar Haveli, Dapada ,"At Post. Dapada, Town-Silvassadist:Utpin. 396230",396230,Education & Literacy
5,Deshaj Pratisthan,20/DP/2013,Dadra & Nagar Haveli, Silvassa ,"House No. 306, Parzai, Gp-Kherdi, Ut Of Dadraand Nagar Haveli Daman And Diu",,"Art & Culture,Children,Civic Issues,Education & Literacy,Health & Family Welfare,Land Resources,Rural Development & Poverty Alleviation,Tribal Affairs,Women's Development & Empowerment,Youth Affairs"
6,Gyanmata Eudcational Society,2/82,Dadra & Nagar Haveli, Silvassa ,"Premal Deep, Zanda Chowk",,"Children,Education & Literacy"
7,Human Rights Mission,15/HRM/2017,Dadra & Nagar Haveli, Silvassa ,"Plot No. 126, Kilvani Naka,Near Jalaram Temple,Silvassa",,Human Rights
8,Humanists India Foundation,U85300DN2022NPL005726,Dadra & Nagar Haveli, Silvassa ,"A407, Tirupati Residency, Nr. Balaji Mandir, Amli Char Rasta Silvassa Dadra ",,"Labour & Employment,Agriculture,Civic Issues,Education & Literacy,Environment & Forests,Food Processing,Human Rights,Legal Awareness & Aid,Nutrition,Urban Development & Poverty Alleviation,Women's Development & Empowerment,Youth Affairs,Skill Development"
9,Indian Red Cross Society,constituted under Act XV,Dadra & Nagar Haveli, Silvassa ,"Indian Red Cross Society,Dadra ",,"Aged/Elderly,Children,Differently Abled,Education & Literacy,Health & Family Welfare"
10,Jan Shikshan Sansthan Dnhs,13/JSSDandNHS/2009,Dadra & Nagar Haveli, Silvassa ,"Jan Shikshan Sansthanramsadan, Beside Central Library,Opposite Town Hall, Vapi Road,Silvassa - 369 230 Ut Of Dadra And Nagar Haveliu.T. Of Dadra ",,"Education & Literacy,Vocational Training,Women's Development & Empowerment"
1,Bright Future For Peoples And Rural Area Development Of Assam,RS/MRG/245/G/02,Assam, Morigaon ,"Old Ubi Bank Building, 2Nd Floor, Bhuragaon Natun Bazar, P.O. Bhuragaon, P.S. Bhuragaon, Marigaon, 782121",782121,"Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Any Other,Skill Development"
2,A Chik Baptist Convention,29,Assam, Bongaigaon ,"Bagpara, P.O Khagarpur, Dist: Bongaigaon",,"Any Other,Agriculture,Children,Education & Literacy,Health & Family Welfare,Women's Development & Empowerment,Youth Affairs"
3,A Ray Of Hope Society,NCH/259//B/13,Assam, Haflong ,"C/O:Madhu Sudhan Sarkar,Haflong Bazarpo/Ps:Haflong",,Youth Affairs
4,A Social For Human Resource Organisation And Improvements,RS/NAL/246/G/13 OF 2010-2011,Assam, Nalbari ,"Rup Nagar, Nalbari Gaon, Po- Gopalbazar,",,Civic Issues
5,Aadhaar Shiksha Trust,9214,Assam, Guwahati ,"C/O Mini Boro, House No 21, Ulubari, Kachari Basti, Guwahati 781007",781007,Education & Literacy
6,Aaditri Foundation,RS/KAM(M)/263/T/345,"M)/263/T/345, Guwahati (Assam", Guwahati ,"H.No-01, August Kanti Path, Beltola, P.O. Khanapara, P.S. Dispur, Guwahati, District- Kamrup Metro, Assam, ",,NaN
7,Aadya Srishti Kala Mandir Cultural Society,RS/TSK/244/F/13 of 2018-2019,Assam, Tinsukia ,"S. Dahutia Road ,Borpathar , Tinsukia , Tinsukia",,"Art & Culture,Children,Education & Literacy,Environment & Forests,Rural Development & Poverty Alleviation,Women's Development & Empowerment,Youth Affairs,Health & Family Welfare,Legal Awareness & Aid"
8,Aagan,RS/KJR/253/T/23 OF 2019 - 2020,Assam, Kokrajhar ,"Hathimata Road, Ward No: 8, Opposite Surat Press, Kokrajhar, Assam.",,"Agriculture,Education & Literacy,Environment & Forests,Health & Family Welfare,Rural Development & Poverty Alleviation"
9,Aagan Charitable Trust,1497/IV/75,Assam, Kokrajha ,Santinagarpo- Dotmadist-Kokrajharassam,,NaN
10,Aaina,KAM(M)263/C/672-2012-13,"M)263/C/672-2012-13, Guwahati (Assam", Guwahati ,"H.No.26, Pragati Path, Chandan Nagar, Ghoramara, P.O.Beltola,Guwahati-28",,Women's Development & Empowerment
1,Maitreya Project,956,Bihar, Gaya ,"Bodhgaya, Gaya-Biharpin-824231",824231,NaN
2,Raja Bhaiya Foundation,U80901BR2022NPL056293,Bihar, Vaishali ,"Vil-Afajalpur, P.O-Chakmaruf, Panc- Misraulia Afajalpur, Vaishali",,"Aged/Elderly,Rural Development & Poverty Alleviation,Skill Development,Education & Literacy"
3,Siksha Aarogyam Foundation,U85300BR2022NPL057204,Bihar, Gardanibagh ,C/O Sri Virendra Mohan Pd New Yarpur Behind Jhun Mahal Gardanibagh Patna Patna Br 800001 In,800001,NaN
4,21St Century Rural Development Institute.,78/1989-90,Bihar, Jhanjharpur ,"Village And Postsukhet, Viajhanjarpur, Districtmadhubani, Bihar847404",847404,NaN
5,24X7Ministry,4109/2010,Bihar, Patna ,"Aprajita Building, First Floor, Opp. A.N. College, Near Axis Bankboring Road",,Children
6,360 Research Foundation,7834/2017,Bihar, Narkatiaganj ,"Tumakadiya, Post Office:- Rajpur (Madan), Pin Code- 845455, Police Station:- Shikarpur, District:- West Champaran, Bihar, India",845455,"Science & Technology,Agriculture,Biotechnology,Children,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Micro Small & Medium Enterprises,New & Renewable Energy,Rural Development & Poverty Alleviation,Scientific & Industrial Research,Any Other"
7, 3H Foundation,058489,Bihar, Muzaffarpur  ,"C/O Rukhsana Khatoon,Vill-Muzaffarpur Tola Ward No33,Block-Musahri Muzaffarpur Muzaffarpur Br 842002 In",842002,"Dalit Upliftment,Education & Literacy,Health & Family Welfare,Art & Culture,Women's Development & Empowerment,Children,Differently Abled,Disaster Management,Aged/Elderly,Environment & Forests,Human Rights,Labour & Employment,Legal Awareness & Aid,Rural Development & Poverty Alleviation,Science & Technology,Vocational Training,Skill Development"
8,A Brilliant Charitable And Development Trust,DEED NO.- 18,Bihar, Jehanabad ,"Purni Bijli Colony, P.O. P.S.Jehanabad",,"Art & Culture,Education & Literacy,Aged/Elderly,HIV/AIDS,Skill Development"
9,A Center For Cultural Educational & Social Sufferers(Access),491/91-92,Bihar, Patna ,"R.O.: C/O Yatindra Mohan Shandilya,Jagat Narayan Lal Road, Kadamkuan; H.O.: C/O Sanjeev Medicals, Opp. Sbi, Ashok Rajpath, Mahendru,Patna- 6;Branches:(A) Ankita Arvind, H202, Smondo-3, Neotown, Electronic City, Phase-1, Bangalore-560100(B) Dr. M K Mishra, Ward No. 2, Nawa Toli, Sana Road, Jaspur Nagar, Chhattisgarh-496331(C) Yogita Yamini,5/201,Shalimar Sterling,Raisen Road,Bhopal-462022",560100,"Agriculture,Vocational Training,Women's Development & Empowerment,Art & Culture,Biotechnology,Differently Abled,Dalit Upliftment,Education & Literacy,Aged/Elderly,Health & Family Welfare,Legal Awareness & Aid,Nutrition,Rural Development & Poverty Alleviation,Human Rights,Prisoner's Issues,Urban Development & Poverty Alleviation,Any Other"
10,A Future Of Children In Bodhgaya Society ,51/2004,Bihar, Gaya ,Vill Durgapur Monia ,,Education & Literacy
1,(Ankita) Association For Needy And Kindle The Illiterate Through Action,16/1994,Andhra Pradesh, Machilipatnam ,"Flat No-101, Plot Nos-919, 921, Sri Saidatta Residency, Defence Colony, Sinnikpuri Post, Secunderabad-500 094, Telangana State, India.",,"Rural Development & Poverty Alleviation,Agriculture,Education & Literacy,Environment & Forests,HIV/AIDS,Tribal Affairs,Water Resources,Women's Development & Empowerment"
2,22Nd Batch Of Jnvp,5/2019,Andhra Pradesh, Tadepalligudem ,"4-431, Ramannagudem Road, Pedatadepalli, Tadepalligudem, West Godavari District, Andhra Pradesh, 534101",534101,NaN
3,3F Swabhimaan Foundation,38/2015,Andhra Pradesh, Racherla ,3F Swabhimaan Foundationracherla Villagepentapadu (Mandal)West Godavari Dist.Andhrapradesh-534166Mobil:9951824777,534166,"Children,Aged/Elderly,Vocational Training"
4,3T Foundation,BK4/5/2022,Andhra Pradesh, Rajanagaram ,111-3-181 Ramalayam Street Narendrapuram Rajanagaram Eastgodavari-533294,533294,"Children,Education & Literacy,Women's Development & Empowerment,Environment & Forests,Water Resources,Panchayati Raj,Rural Development & Poverty Alleviation"
5,A & A Educational And It Solutions,106 OF 2013 ,Andhra Pradesh, Vizianagaram ,"Plot No. 170, Venkateswara Colony,Padmavati Nagar,Vizianagaram",,"Food Processing,Science & Technology,Vocational Training,Any Other"
6,A G R A,987/1995,Andhra Pradesh, Anantapur ,13-2-264Ramachandra Nagaranantapur - 515 001Andhra Pradesh,,"Agriculture,Art & Culture,Biotechnology,Children,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Legal Awareness & Aid,Micro Small & Medium Enterprises,Panchayati Raj,Rural Development & Poverty Alleviation,Science & Technology,Tribal Affairs,Women's Development & Empowerment"
7,A N R Helping Hands Welfare Association,627 OF 2019,Andhra Pradesh, Visakhapatnam ,"14-19-8, Bhanoji Thota Bc Road New Gajuwaka",,NaN
8,A S N Raju Society For Social Welfare And Rural Development,245 OF 2018,Andhra Pradesh, Bhimavaram ,"Asn Raju Society For Social Welfare And Rural Development, D.No: 2-1-50, Flat No: 502, Svr Towers, Juvvalapalem Road, Bhimavaram, West Godavari District, Andhra Pradesh, India",,"Agriculture,Animal Husbandry, Dairying  &  Fisheries,Biotechnology,Children,Dalit Upliftment,Differently Abled,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Labour & Employment,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,New & Renewable Energy,Nutrition,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs"
9,A South India Rural Womens Association For Development,10 OF 1996,Andhra Pradesh, Kandukur ,Brundavanam Kandukur,,Women's Development & Empowerment
10,Aadarana,B.K.IV.185/2022,Andhra Pradesh, Tirupati ,"Flat No.104, First Floor, Garuda Gate Way Apartment, Upparapalli Check Post, Tirupati Rural, Tirupati District, Andhra Pradesh, India, Pin:517502",517502,"Children,Education & Literacy,Health & Family Welfare,Human Rights,Rural Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Skill Development"
