S.No.,State,District,Organization Name,Email,Address,Phone No.,Schemes Enrolled,Authorized Person
282, Odisha ,Cuttack											,THE HOPE,sanjaysazzan@gmail.com,"
												1802/3027, MANGALABAGMEDICAL ROAD, Cuttack - 753001   
											", 9437196408 ,"
												Badhte Kadam												 												Niramaya											",DR. SANJAY KUMAR SAZZAN
283, Odisha ,Jharsuguda											,ASHAKIRAN CHARITABLE SOCIETY,kiranasha830@gmail.com,"
												019/999, JHARSUGUDADIPU PADA, JHARSUGUDA - 768201   
											", 9438157469 ,"
																																															",SR. KRIPA POUL
284, Odisha ,Ganjam											,Ganjam District Orthopaedically Handicapped Welfare Association,samartha_gdohwa@yahoo.co.in,"
												110/15, Netaji Subash Marg (Near SP Residence)Infront of Bharat Petrol Pump, Chatrapur - 761020   
											", 9437049457 ,"
																																															",K Ananda
285, Odisha ,Balangir											,Association for Social Help in Rural Area,ashraorissa2007@rediffmail.com,"
												A73, TusraJagannath Temple, Balangir - 767030   
											", 9437916866 ,"
												Sahyogi,Samarth,Gharaunda																																			",Ranjit Prasad Mohanty
286, Odisha ,Sundargarh											,Hope,dalvindersi@gmail.com,"
												Subash Bose Hospital, RajgangpurSubash Chowk, Rajgangpur - 770017   
											", 9437040576 ,"
																																															",Dr. Dalvinder Singh Bhangu
287, Odisha ,Sonepur											,Juba Jyoti Jubak Sangha,jubajyoti@gmail.com,"
												34, 37,, Saradeipur, Dhauli Square, Dist-KhurdaOpposite to Gayatri Science College, Bhubaneswar - 751002   
											", 9437153132 ,"
																																															",Chandeswar Jayasingh
288, Odisha ,Sundargarh											,Shradha,shraddha.rkl@gmail.com,"
												C/317, Sector-16Near Community Centre, Sec-16, Rourkela - 769003   
											", 9438187899 ,"
																																															",Kartik Chandra Pandab
289, Odisha ,Sonepur											,Research Academy For Rural Enrichment (RARE),raresonepur@hotmail.com,"
												00, P.O.- Sonepur, Sonepur - 767017   
											", 9937618884 ,"
												Disha,Badhte Kadam,Vikaas,Disha,Sahyogi												 												Niramaya											",Mr. Ananga Negi
290, Odisha ,Balasore											,THE WELFARE,blindschoolbalasore@gmail.com,"
												WARD -22, Ranipatna, P.O. /Dist. BalasoreDaraji pokhari chhak, BALASORE - 756001   
											", 9437156030 ,"
																								 												Niramaya											",DIBAKAR SAW
"
																								",,,,,,,,
 Page 29 of 55 ( 542 records ) ,,,,,,,,
291, Odisha ,Khordha											,Open Learning Systems,ceo@olsbbsr.org,"
												Plot No.G-3-A/1, Gadakana MouzaP.O. Mancheswar Railway Colony, Near Press Chhak, Bhubaneswar - 751017   
											", 9437071716 ,"
																								 												Niramaya											",PRAKASH KUMAR RATH
292, Odisha ,Kendrapara											,PUNARBASA,punarbasa1@gmail.com,"
												At - Madhapur, Po - Kendrapara, Madhapur RoadNear Old Bus Stand, Kendrapara - 754211   
											", 8917366470 ,"
																								 												Niramaya											",Banasmita Nayak
293, Odisha ,Nayagarh											,Society For Environmental Development And Voluntary Action,sevaorga@gmail.com,"
												147, Old TownNear New Bus Stannd, Nayagarh - 752070   
											", 9437827981 ,"
																																															",Amarendra Kumar Das Parija
294, Odisha ,Koraput											,Ekta,ektan@rediffmail.com,"
												28/143, DurugudaPadmapur, Dumuriput, Koraput - 764021   
											", 9437233542 ,"
																																															",Jagannath Mishra
295, Odisha ,Sundargarh											,Regional Rehabilitation and Research Center,rrrcodisha@gmail.com,"
												212/321, Panposh RoadNear RGH, Rourkela - 769015   
											", 9437085434 ,"
												Vikaas,Disha,Badhte Kadam												 												Niramaya											",Rama Chandra Behera
296, Odisha ,Cuttack											,AASTHA REHAB CARE SOCIETY,ashish_ashtha@rediffmail.com,"
												NIMOI COMPLEX-1, NIMCHOURIORISSA HIGH COURT, CUTTACK - 753002   
											", 9338128085 ,"
																								 												Niramaya											",ASHISH KUMAR
297, Odisha ,Cuttack											,Bharat Jyoti,bj_orissa@yahoo.com,"
												No house no., Jhanjirimangala, TelengabazarJhanjirimangala (S.B.I Building 2nd floor), Cuttack - 753009   
											", 9937191097 ,"
												Sahyogi																																			",Narayan Mohanty
298, Odisha ,Khordha											,Social Welfare Organisation For Rural Development,swordorissa@gmail.com,"
												Plot No- 101-A, Kolathia, KhandagiriNear AMRI Hospital, Bhubaneswar - 751019   
											", 9438298984 ,"
												Badhte Kadam												 												Niramaya											",Soubhagya Ranjan Bhuyan
299, Odisha ,Balasore											,SRI SRI JADIMAHAL YOUTH CLUB,ssjyc@rediffmail.com,"
												250, KANTABANIAKANTABANIA, BALASORE - 756049   
											", 7682893104 ,"
												Gharaunda,Sahyogi																																			",RASHMIRANJAN KAR
300, Odisha ,Balasore											,MOTHERTERESA SEVA SANGHA,mtssodisha@gmail.com,"
												DAGARA, VIA-PRATAPPURPO-DAGARA, BALIAPAL - 756083   
											", 9437674909 ,"
																																															",ANIRUDHA PATRA
"
																								",,,,,,,,
 Page 30 of 55 ( 542 records ) ,,,,,,,,
301, Odisha ,Cuttack											,AASHRAYA,aashraya2012@rediffmail.com,"
												AT- Manitiri, PO. BalichandrapurNear Lalitagiri Budhist site, Cuttack - 754205   
											", 9438280205 ,"
																								 												Niramaya											",Jitendra Kumar Satapathy
302, Odisha ,Khordha											,VIKASH,vikashbbsr@gmail.com,"
												D-2/7, Industrial Estate, RasulgarhNear Sambad Press, Bhubaneswar - 751010   
											", 9439366538 ,"
																								 												Niramaya											",BIBEKANANDA MISHRA
303, Odisha ,Cuttack											,INDIAN RED CROSS SOCIETY ODISHA STATE BRANCH SAHAYA,ircs.sahaya@gmail.com,"
												Blood Bank Campus, MangalabagSCB Medical College  Hospital, Cuttack - 753007   
											", 9338111242 ,"
																																															",MRINALINI PADHI
304, Odisha ,Balasore											,The Welfare Society For The Disable Of Odisha,wsdojaleswar@gmail.com,"
												491/662, Jaleswar Nuabazar to NampoNear Tareni Temple , By pass NH 60, Jaleswar - 756032   
											", 7008991937 ,"
																																															",Kapileswar Mohanty
305, Odisha ,Ganjam											,Manovikas GEMM Managed By All India Womens Conference,manovikaskendra@gmail.com,"
												17739, NEELAKANTHA NAGAR 1ST LANE, BIJIPURNEAR SANTOSIMA TEMPLE, BERHAMPUR - 760003   
											", 9437388399 ,"
																																															",SARBANI PARHI
306, Puducherry ,Puducherry											,Satya Special School,admin@satyaspecialschool.org,"
												6 7  8, ECR Road (near shivaji statue)Karuvadikuppam, Puducherry - 605008   
											", 9345454449 ,"
																								 												Niramaya											",Chitra Shah
307, Puducherry ,Puducherry											,SHARON SOCIETY OF PONDICHERRY,sharonmohan.org@gmail.com,"
												390, Bharathiyar Street Ashok Nagar LawspetNear PondyOrthoClinic, Lawspet - 605008   
											", 9843483718 ,"
												Badhte Kadam																																			",Mr G Mohan
308, Puducherry ,Puducherry											,Integrated Rehabilitation and Development Centre,irdcsnacpdy@gmail.com,"
												7, Rajaganapathy Nagar, Kakayanthope, Veeranpatinam via, AriyankuppamArikanmedu Historical Place, Ariyankuppam - 605007   
											", 9994507100 ,"
												Badhte Kadam,Gharaunda																																			",Mr. J. Stephen Raj
309, Punjab ,Hoshiarpur											,Tek Chand Sud Charitable Trust,aatmsukh@yahoo.com,"
												00, Old Kank MandiOld Kanak Mandi Chowk Above SBI, Hoshiarpur - 146001   
											", 7009983727 ,"
																																															",Navdeep Sud
310, Punjab ,Ludhiana											,KAUSHALAYA KUNDAN PROGRESSIVE MEDICAL HOSPITAL  RESEARCH CENTRE REGISTERED CHARITABLE SOCIETY,sahilhora@yahoo.com,"
												BABA KUNDAN HOSPITAL, RISHI NAGAROPP BSNL TELEPHONE EXCHANGE, LUDHIANA - 141001   
											", 9417348549 ,"
																								 												Niramaya											",DR SWARN LATA
"
																								",,,,,,,,
 Page 31 of 55 ( 542 records ) ,,,,,,,,
311, Punjab ,Hoshiarpur											,Asha Deep Welfare Society,jssashakiran@gmail.com,"
												VPO Jahan Khelan, VUNA Road, Hoshiarpur - 146110   
											", 9417251305 ,"
																								 												Niramaya											",Malkiat Singh Sond
312, Punjab ,Fatehgarh Sahib											,Confederation For Challenged,cfcin@ymail.com,"
												**, Sraffan Bazar,Ward No. 3, (New ward no 13), Bassi Pathana - 140412   
											", 9876120864 ,"
												Vikaas																																			",Manmohan Jargar
313, Punjab ,Jalandhar											,APAAR Altering Perceptions Of Autism And Assisting In Rehabilitation,apaaremail@gmail.com,"
												719-C, Urban Estate, Phase-1 jalandharpunjab institute of medical sciences, Jalandhar - 144022   
											", 9056392291 ,"
																																															",Navneet Bhullar
314, Punjab ,Faridkot											,Indian Red Cross Society Distt Branch,redcross_fdk@yahoo.co.in,"
												Red Cross Bhawan, Red Cross Bhawan,Sadiq Chownk, Sadiq Chownk - 151203   
											", 9781269311 ,"
																																															",Deputy Commissioner Faridkot
315, Punjab ,Bathinda											,Para Boccia Sports Welfare Society,jaspreetjassi12345@gmail.com,"
												69, Near DharmshalaVPO ABLU, Bathinda - 151201   
											", 9803454949 ,"
																																															",Jaspreet Singh
316, Punjab ,Pathankot											,Saint Francis Home (Regd.),st.francishomepkt@gmail.com,"
												61/3, P.O.JandwalDalhousie Road Railway Station, Pathankot - 145001   
											", 9417220235 ,"
																																															",Fr. Joseph Puthenpura
317, Punjab ,Rupnagar											,Ambuja Manovikas Kendra Special School Unit of Ambuja Cement Foundation,suresh.thakur@ambujacement.com,"
												Village Salora, Village SaloraPost Office Pathredi Jatan, Ropar - 140108   
											", 9876632568 ,"
																																															",Ms. Pearl Tiwari
318, Punjab ,Patiala											,Autism India Today,presidentautismindiatoday@gmail.com,"
												5, Hargobind NagarSarhind Road, Patiala - 147004   
											", 9356767367 ,"
																								 												Niramaya											",Harpreet Kaur Bedi
319, Punjab ,SAS Nagar											,Universal Disabled Care Taker Social Welfare Society Regd.,caredisabled@gmail.com,"
												Prabh Aasra, Village PadialaKurali, Kurali - 140103   
											", 9815103793 ,"
																																															",S. Shamsher Singh
320, Punjab ,Hoshiarpur											,Navchetna Society,navchetnasociety9@gmail.com,"
												B-136/11, Tulsi NagarGovernment College, Hoshiarpur - 146001   
											", 9814747308 ,"
												Vikaas,Disha,Badhte Kadam																																			",Chandresh Kumar
"
																								",,,,,,,,
 Page 32 of 55 ( 542 records ) ,,,,,,,,
321, Punjab ,Jalandhar											,CHAANAN ASSOCIATION FOR MR CHILDREN,AMARJITSINGHANAND@GMAIL.COM,"
												432-L, MODEL TOWN, JALANDHAR - 144003   
											", 9417006059 ,"
																																															",AMARJIT SINGH ANAND
322, Rajasthan ,Jaipur											,Shri Narsingh Maharaj Punarvas & Shikshan Sansthan,snmspecialschool@gmail.com,"
												9/199, 9/199, Malviya Nagar, JaipurNear Palika Market, Jaipur - 302017   
											", 9414058796 ,"
																								 												Niramaya											",Dr Surendra Kumar Meena
323, Rajasthan ,Ajmer											,Rajasthan Mahila Kalyan Mandal,rmkm_ajm@yahoo.com,"
												Rajasthan Mahila Kalyan Mandal, Viswamitra AshramVillage Chachiyawas,, Sikar Road - 305023   
											", 9413223809 ,"
												Disha,Prerna																																			",Kshama R. Kaushik
324, Rajasthan ,Jodhpur											,MARUDHARA BAL SHIKSHAN SANSTHAN,mbsspiparcity@gmail.com,"
												10/20, NEAR RATHOLAI NADIPIPARCITY, PIPARCITY - 342601   
											", 9460956847 ,"
																																															",SHYAMLAL
325, Rajasthan ,Kota											,Shikhar Society For The Welfare Of Mentallty Handicapped,shikharschool@hotmail.com,"
												2-N-3, DadabariNear Police Station, Kota - 324009   
											", 9460980778 ,"
												Disha,Badhte Kadam,Vikaas																																			",Meenakshi Saxena
326, Rajasthan ,Dausa											,SHIKSHA SANCHALAN AND CHIKITSA PRASAR SAMITEE,icn0787@gmail.com,"
												INDIAN GROUP OF INSTITUTION CAMPUS, BANIYANAINDIAN GROUP OF INSTITUTION, BANIYANA ROAD, DAUSA - 303303   
											", 8058555888 ,"
																																															",SMT. JYOTI SHARMA
327, Rajasthan ,Jaipur											,Disha Rehabilitation Centre run by Disha Foundation,disha@dishafoundation.org,"
												Nirman Nagar C, T N Mishra MargNear JDA Park, Jaipur - 302019   
											", 9251000022 ,"
																																															",Ms.Rainu Singh
328, Rajasthan ,Alwar											,Pt.Chhitarmal lata welfare society,shivjyotikhairthal@yahoo.in,"
												0000, BehrojC/o Shiv jyoti K.D. Manovikas School, ward no 16, Dantla road, Near new anaj mandi boundary, Khairthal - 301404   
											", 9252093961 ,"
																																															",Krishna sharma
329, Rajasthan ,Pali											,SWAVLAMBAN FOUDATION,vaibhav.behappy@gmail.com,"
												67, ADARSH NAGARNEAR GOVT. SCHOOL, PALI - 306401   
											", 9929853153 ,"
																																															",VAIBHAV BHANDARI
330, Rajasthan ,Jaipur											,PRAYAS  Vocational Institute for Mentally Handicapped,prayasjaipur17@gmail.com,"
												J-5A,, Jhalana Institutional AreaJhalana, Jaipur-4 - 302017   
											", 9928064097 ,"
																																															",R.K.Mohla
"
																								",,,,,,,,
 Page 33 of 55 ( 542 records ) ,,,,,,,,
331, Rajasthan ,Bharatpur											,MAHILA BAL VIKAS GRAMOUDHYOG SHIKSHA SAMITI BHARATPUR,luckyspecialschoolbharatpur@gmail.com,"
												330, New Pushp Vatika ColonyFathehpur Sikari Road, Bharatpur - 321001   
											", 9783604189 ,"
												Gharaunda																																			",VINOD KUMAR
332, Rajasthan ,Tonk											,Yogesh Shekshik Punarwas Avam Shodh Sansthan,yogesh_niwai90@rediffmail.com,"
												Block-03, Indira Colony Extension, Ward no.-20Near Shyam Mandir, Niwai - 304021   
											", 9829316028 ,"
																																															",Sita Ram Swami
333, Rajasthan ,Udaipur											,Prachya Shodh Peeth Samiti,sunitaprayas@yahoo.co.in,"
												30, Ac-I RoadBhupalpura, Udaipur - 313001   
											", 9351549074 ,"
																								 												Niramaya											",Sunita Bhandari
334, Rajasthan ,Jalore											,Jagriti Jan Sewa Sansthan,jjssnagour@gmail.com,"
												101, Rajpurohit Hostel, Jodhpur Road, Jalore - 307029   
											", 9950855080 ,"
																																															",Garima Gupta
335, Rajasthan ,Karauli											,Kavya Siksha Evam Vikas Seva Sansthan,ksvssraj@gmail.com,"
												132 KV, GSS Colony, GSS Colony, Karauli - 322241   
											", 9413431691 ,"
																																															",Ramji lal Sharma
336, Rajasthan ,Sri Ganganagar											,Tapovan Manovikas Vidhaylya Samiti,tapovanmanovikas@rediffmail.com,"
												4 ML, suratgarh roadnear homeland city, sri ganganagar - 335001   
											", 9461076742 ,"
																																															",Sumer Mal Borar
337, Rajasthan ,Sri Ganganagar											,Jubin Spastic Home & Charitable Sansthan,jubintrust_seva@yahoo.com,"
												195-196 SUKHARIA SHOPPING CENTRE, MAIN ROADNEAR SUKHARIA CIRCLE, Sri Ganganagar - 335001   
											", 9414089070 ,"
																																															",VINITA AHUJA
338, Rajasthan ,Jaipur											,Gurukul Spastic Society,gurukulspasticsociety@gmail.com,"
												13-A, Chanchal Vatika, Anand Vihar-A, Binjari MargDadi Ka Phatak, Jhotwara, Jaipur - 302012   
											", 7073677767 ,"
																																															",Dr.Hari Ram Meena
339, Rajasthan ,Sirohi											,SANSKAR SHAIKSHIK PUNARVAS EVAM ANUSANDHAN SANSTHAN,dciedssbk@gmail.com,"
												HOUSE NO. 40, SANTI VIHAR COLONY, RICCO INDUSTRIES AREAMANDAR, MANDAR - 307513   
											", 9904538217 ,"
																								 												Niramaya											",CHAUDHARI RAMESHBHAI
340, Rajasthan ,Jaipur											,Umang Centre for Special Education,umangjaipur@gmail.com,"
												00, Shipra Path, MansarovarNear Technology Park, Jaipur - 302020   
											", 9314878251 ,"
												Badhte Kadam,Prerna												 												Niramaya											",Mrs. Deepak Kalra
"
																								",,,,,,,,
 Page 34 of 55 ( 542 records ) ,,,,,,,,
341, Rajasthan ,Bhilwara											,SONA VIKLANG PUNERVAS AVOM SODH SANSTHAN,svnbhilwara@gmail.com,"
												NEAR NOBLE SCHOOL, KUWADA ROAD200 FIT BYEPASS, BHILWARA - 311001   
											", 9414112526 ,"
																																															",PREM KUMAR JAIN
342, Rajasthan ,Dausa											,Deep Vidhya Mandir Samiti,dvmsngo@yahoo.co.in,"
												000, Gayatri NagarDausa, Dausa - 303303   
											", 9414035821 ,"
												Disha,Samarth,Badhte Kadam																																			",Mr. Nawal Kishor Bhankari
343, Rajasthan ,Jaipur											,Approach Autism Society,approach.autism@gmail.com,"
												M 2161 A, Rangoli Gardens, Maharana Pratap Marg, PanchyawalaNear Vaishali Nagar, JAIPUR - 302034   
											", 9214309551 ,"
																								 												Niramaya											",Anurag Srivastava
344, Rajasthan ,Ajmer											,JYOTIRGAMAY SEVA SANSTHAN,jyotirgamayss@GMAIL.COM,"
												001, VAMDEV MARG BHARAT SEVA SHARM SHANG, PUSHKARPUSHKAR, AJMER - 305022   
											", 9602058320 ,"
																																															",VED PRABHA SEN
345, Rajasthan ,Jhunjhunu											,Asha Ka Jharna,sudeepgo@rediffmail.com,"
												Ward No 5, Harlal Ka KothiNawalgarh, NAWALGARH - 333042   
											", 9414036896 ,"
																																															",SUDEEP GOYAL
346, Rajasthan ,Jhunjhunu											,Maa Sewa Sansthan,saralasaini68@gmail.com,"
												121, Maa Mungi  By pass road GothraGothra, khetri nagar - 333504   
											", 9636749124 ,"
																																															",Dr. Indu Saini
347, Sikkim ,East Sikkim											,KALPATARU PRATISTHAN,kalpatarupratisthan@rediffmail.com,"
												125, Raley samdong link roadNear kamaleshwar shivalaya mandir, kambal, Gangtok - 737107   
											", 7602862291 ,"
																																															",GANGA PRASAD BHATTARAI
348, Tamil Nadu ,Tirunelveli											,Amar Seva Sangam,mail@amarseva.org,"
												7-4-104B, Sulochana GardensTenkasi Road, Ayikudy, Ayikudy, Tirunelveli - 627852   
											", 9944454170 ,"
																								 												Niramaya											",S Sankara Raman
349, Tamil Nadu ,Sivgangai											,NAMBIKKAI SPECIAL SCHOOL FOR MENTALLY RETARDED Run By VASANTHAM MAHALIR MUNNETRA SANGAM,svgavmms@gmail.com,"
												25, Sowgathali StreetNehru Bazzar, Sivaganga - 630561   
											", 9865348316 ,"
																																															",MR.M.GANESAN
350, Tamil Nadu ,Dindigul											,ARVI SPECIAL SCHOOL A UNIT OF ASSOCIATION FOR REHABILITATION OF VILLAGE  IMPAIRMENT,arvitrust@gmail.com,"
												2/917, OPP TO OM SHAKTHI TEMPLE, SEELAPADI POST,DINDIGUL, DINDIGUL - 624005   
											", 9843160475 ,"
												Badhte Kadam,Disha,Sahyogi																																			",A RAMACHANDRAN
"
																								",,,,,,,,
 Page 35 of 55 ( 542 records ) ,,,,,,,,
351, Tamil Nadu ,Nagapattinam											,MAHAISHWAR PARENT TRAINING CENTRE FOR PERSONS WITH DISABILITIES,mahaishwarcentre@gmail.com,"
												3E, N0.1, PUTHU STREET,MAILADUTHURAI, MAILADUTHURAI - 609001   
											", 9842491956 ,"
																																															",T.KUNGUMA ESWARI
352, Tamil Nadu ,Kanyakumari											,Rural Community Development of India  RUCODE India,rucode@rediffmail.com,"
												479, Municipal  ColonyHousing Board, Nagercoil, Nagercoil - 629004   
											", 9443283699 ,"
												Sahyogi												 												Niramaya											",MARIA ALOYSIUS NOVEMONEY
353, Tamil Nadu ,Ranipet											,NESAM THE SCHOOL FOR SPECIAL EDUCATION,veeraraghavan_srinivasan@yahoo.com,"
												66/61, Vellore Main RoadNear Anna Statue, ARCOT - 632503   
											", 9789827865 ,"
																																															",K.V. SRINIVASAN
354, Tamil Nadu ,Coimbatore											,Vidya Vikasini Opportunity School a unit of Vidya Vikasini Society,vvadmn@yahoo.co.in,"
												66 D, C/O - Vidya Vikasini Opportunity School66-D, Mettupalayam Road, Thudiyalur Post, Coimbatore - 641034   
											", 9865996585 ,"
												Badhte Kadam,Samarth																																			",Mr.T.V.Suresh
355, Tamil Nadu ,Cuddalore											,GLOBAL SPECIAL SCHOOL FOR THE MENTALLY CHALLENGED. a unit of GLOBAL TRUST FOR THE DIFFERENTLY ABLED,globaltrust2014gk@yahoo.com,"
												NO 77 4th CROSS STREET, SUBBURAYALUNAGAR THIRUPPAPULIYURTHIRUPPAPULIYUR RAILWAY STATION, CUDDALORE - 607002   
											", 9345216488 ,"
												Badhte Kadam,Samarth																																			",M KUMUDHAM
356, Tamil Nadu ,Dindigul											,Udayam Special School For Intellectual Disabled A Unit Of Udayam Charitable Trust,udayamdgl@gmail.com,"
												107/3, ANNA NAGAR, VELAMPATTY (PO) NATHAM (TK), DINDIGULBACK TO UNION OFFICE, DIndigul - 624401   
											", 9043560475 ,"
																																															",Ramachandran
357, Tamil Nadu ,Chennai											,PATHWAY CENTRE FOR REHABILITATION AND EDUCATION FOR MENTALLY RETARDED a unit of DR. D. M. C. TRUST,pathwaychandra@gmail.com,"
												E-76/1, 12TH WEST STREETKAMARAJ NAGAR, THIRUVANMIYUR, CHENNAI - 600041   
											", 9840121859 ,"
																																															",CHANDRA PRASAD
358, Tamil Nadu ,Tiruppur											,Sabarmathi Social Seva Sangam,admin@sabarmathisss.in,"
												B.29 - Kumaran Colony, AmmapalayamAnuparpalayam Post, Tirupur - 641652   
											", 9842690623 ,"
												Badhte Kadam												 												Niramaya											",Kumaraguru N
359, Tamil Nadu ,Thoothukkudi											,DYMPHNA SPECIAL SCHOOL RUN BY CTC PROVINCE CHARITABLE TRUST,dymphnasplschool@gmail.com,"
												2/236_2, kovilpillai vilaiArockiapuram, thoothukudi - 628002   
											", 7868026413 ,"
																																															",A UNIT OF CTC PROVINCE CHARITABLE TRUST
360, Tamil Nadu ,Dindigul											,SRIMATHI KARTHIKEYANI SCHOOL FOR SPECIAL CHILDREN RUN BY KAMAKSHI PANDARINATHAN TRUST,kptrust2004@gmail.com,"
												4/385, MAHARAJA NAGARCOLLECTORATE POST OFFICE, DINDIGUL - 624004   
											", 9514507000 ,"
																																															",DR.P.SUGUMAR
"
																								",,,,,,,,
 Page 36 of 55 ( 542 records ) ,,,,,,,,
361, Tamil Nadu ,Tiruvannamalai											,Peoples Craft Training Center,pctcxavi@gmail.com,"
												170, CC RoadKondam-Kariyandal, Nayudumangalam - 606802   
											", 9442971305 ,"
												Vikaas																																			",Vijayaraj Mariadoss
362, Tamil Nadu ,Kanyakumari											,Santhi Nilayam School for the Mentally challenged,santhi_nilayam@yahoo.com,"
												12/91/B2, ParuthivilaiErumbukadu Post, Nagercoil - 629004   
											", 9487955883 ,"
																								 												Niramaya											",Sr. Anis Theresa M.Jacob
363, Tamil Nadu ,Viluppuram											,Sristi Special School a unit of Sristi Foundation,sristivillage@gmail.com,"
												Sristi Foundation, Konamangalam VillageNear School, Tindivanam - 604304   
											", 9047787887 ,"
												Badhte Kadam,Vikaas																																			",Karthikeyan G
364, Tamil Nadu ,Chennai											,Vidya Sagar,niramaya@vidyasagar.co.in,"
												No.1, No.1,Ranjit Road, KotturpuramKotturpuram, Chennai - 600085   
											", 9380474832 ,"
																								 												Niramaya											",RADHA RAMESH
365, Tamil Nadu ,The Nilgiris											,DESILVA SPECIAL SCHOOL  CENTRE FOR THE INTELLECTUALLY DISABLED CHILDREN.  DESILVA HANDICAP TRUST.,jeevadesilva92@gmail.com,"
												4/164_K1, SackathaNear By Government High school Aravenu, Kotagiri - 643201   
											", 9787556055 ,"
																																															",SHANMUGAM.M
366, Tamil Nadu ,Dindigul											,Gurukul Special School for Intellectually Disabled Children run by Lantern Charitable Trust,Gurukulspecialschool@gmail.com,"
												H-1-5, R.M.ColonyDindigul, Dindigul - 624001   
											", 8807636524 ,"
																																															",Kaleeswaran
367, Tamil Nadu ,Madurai											,Bodhi Residential Psychiatric Rehab Centre run by M.S.Chellamuthu Trust and Research Foundation,info@msctrust.org,"
												643, K.K.NagarNear Anna Nagar Police Station, Madurai - 625020   
											", 9629911341 ,"
																																															",Mr.R.Rajkumari
368, Tamil Nadu ,Karur											,MAANAVOO SPECIAL SCHOOL AND REHABILITATION CENTRE  A UNIT OF POPULAR MEDICAL ... FOUNDATION,maanavoosplschool@gmail.com,"
												No 1, VADAMALAI GOUNDANURSOLIAMMAN KOVIL NEAR, KARUR - 639002   
											", 9894044478 ,"
																																															",G.KALAVATHI
369, Tamil Nadu ,Theni											,SCHOOL FOR INTELLECTUALLY DISABLED  RUN BY CENTRE FOR DEVELOPMENT AND COMMUNICATION TRUST,cendect@gmail.com,"
												89-A/B-3,, WEST STREETKAMATCHIPURAM (S.O), THENI - 625520   
											", 9443047245 ,"
																																															",DR P PATCHAIMAL
370, Tamil Nadu ,Kanchipuram											,Aathichudy Special  school run by swastik trust,aathichudy@yahoo.com,"
												208, Navalar streetAnnai indira nagar, Konnerikuppam Village, Kanchipuram - 631502   
											", 9444366435 ,"
																																															",V.R. Sathiavannan
"
																								",,,,,,,,
 Page 37 of 55 ( 542 records ) ,,,,,,,,
371, Tamil Nadu ,Tiruvarur											,BHARATHAMATHA SPECIAL SCHOOL FOR THE INTELLECTUAL DISABLED CHILDREN Unit Of BHARATHAMATHA FOUNDATION,bharathamatha.vo@gmail.com,"
												3/2B  3/2C, MAIN ROAD, MANALI POST, THIRUTHURAIPOONDI - TALUK, THIRUVARUR - DISTRICTOPP. SATHANGUDI BRIDGE, THIRUTHURAIPOONDI - 610203   
											", 9942227001 ,"
																																															",EDAIYOOR R.V. MANIMARAN
372, Tamil Nadu ,Chennai											,Madhuram Narayanan Centre For Exceptional Children  A Unit Of Bala Mandir Kamaraj Trust,mnc.chennai@gmail.com,"
												18, Prakasam Road, T Nagar, Chennai 600017Opp to Dass Color Labs, Chennai - 600017   
											", 9444019226 ,"
																																															",MRS. JAYA KRISHNASWAMY
373, Tamil Nadu ,Namakkal											,Sivabakkiam Rehabilitation Centre For Disabled Person,sivabakkiamrcd@gmail.com,"
												2/80, AyakattupalayamManathi Post, Tiruchengode Taluk - 637212   
											", 9488200300 ,"
																																															",Kasirajan
374, Tamil Nadu ,Ramanathapuram											,Chest Aangelin School for DifferentlyAbled run by CHILDREN ANDHANDICAPPEDEMPOWERMENT SERVICE TRUST,chestaangelin9@gmail.com,"
												25/38, North Car StreetBackside of the Lord shivji Temple, Ramanathapuram - 623501   
											", 9677212572 ,"
																																															",DHASARATHA BOOPATHY V
375, Tamil Nadu ,Theni											,THENI SOCIAL REHABILITATION AND DEVELOPMENT TRUST,tesordt1@gmail.com,"
												8 3 8, MIDDLE STREET  VAYALPATTIVAYALPATTI, THENI - 625534   
											", 9486735605 ,"
																								 												Niramaya											",MURUGESAN K
376, Tamil Nadu ,Thanjavur											,SEED TRUST,seedtcrescent@gmail.com,"
												168/2A, SRINIVASA NAGARAYYAMPETTAI, AYYAMPETTAI - 614201   
											", 9442134286 ,"
																																															",G. RAJENDRAN
377, Tamil Nadu ,Salem											,St Judes School For Mentally challenged   A Unit of Ecomwel Orthopaedic Centre,eoclawrence@yahoo.co.in,"
												5.5/44.1 , Near RC Chruch, MGR COLONY VIATHARAMANGALAM, SALEM - 636502   
											", 9443251703 ,"
												Samarth,Gharaunda,Badhte Kadam												 												Niramaya											",A Lawrence
378, Tamil Nadu ,Tirunelveli											,ANNAI JOTHI SPECIAL FOR INTELLECTUALLY DISABLED A UNIT OF ANNAI JOTHI SEVA TRUST,ajstrust2000@gmail.com,"
												2/454, Main RoadAdayakarumkulam, Ambasamudram - 627425   
											", 9786489621 ,"
																																															",P.SELVAKUMAR
379, Tamil Nadu ,Tirunelveli											,PADMASRI DR SIVANTHI ATHITHANAR SPECIAL SCHOOL FOR M R UNIT OF MAHATMA GANDHIJI SEVA SANGAM,bharathicom@rediffmail.com,"
												58/1, East BazzarVasudevanallur, Sivagiri TK - 627758   
											", 9442066071 ,"
																																															",THAVAMANI G
