,S.No.,State,District,Organization Name,Email,Address,Phone No.,Schemes Enrolled,Authorized Person
321,322, Rajasthan ,Jaipur,Shri Narsingh Maharaj Punarvas & Shikshan Sansthan,snmspecialschool@gmail.com,"9/199, 9/199, Malviya Nagar, JaipurNear Palika Market, Jaipur - 302017   ", 9414058796 , Niramaya,Dr Surendra Kumar Meena
322,323, Rajasthan ,Ajmer,Rajasthan Mahila Kalyan Mandal,rmkm_ajm@yahoo.com,"Rajasthan Mahila Kalyan Mandal, Viswamitra AshramVillage Chachiyawas,, Sikar Road - 305023   ", 9413223809 ,"Disha,Prerna",Kshama R. Kaushik
323,324, Rajasthan ,Jodhpur,Marudhara Bal Shikshan Sansthan,mbsspiparcity@gmail.com,"10/20, NEAR RATHOLAI NADIPIPARCITY, PIPARCITY - 342601   ", 9460956847 ,,Shyamlal
324,325, Rajasthan ,Kota,Shikhar Society for the Welfare Of Mentallty Handicapped,shikharschool@hotmail.com,"2-N-3, DadabariNear Police Station, Kota - 324009   ", 9460980778 ,"Disha,Badhte Kadam,Vikaas",Meenakshi Saxena
325,326, Rajasthan ,Dausa,Shiksha Sanchalan and Chikitsa Prasar Samitee,icn0787@gmail.com,"INDIAN GROUP OF INSTITUTION CAMPUS, BANIYANAINDIAN GROUP OF INSTITUTION, BANIYANA ROAD, DAUSA - 303303   ", 8058555888 ,,Smt. Jyoti Sharma
326,327, Rajasthan ,Jaipur,Disha Rehabilitation Centre run by Disha Foundation,disha@dishafoundation.org,"Nirman Nagar C, T N Mishra MargNear JDA Park, Jaipur - 302019   ", 9251000022 ,,Ms.Rainu Singh
327,328, Rajasthan ,Alwar,Pt.chhitarmal Lata Welfare Society,shivjyotikhairthal@yahoo.in,"0000, BehrojC/o Shiv jyoti K.D. Manovikas School, ward no 16, Dantla road, Near new anaj mandi boundary, Khairthal - 301404   ", 9252093961 ,,Krishna Sharma
328,329, Rajasthan ,Pali,Swavlamban Foudation,vaibhav.behappy@gmail.com,"67, ADARSH NAGARNEAR GOVT. SCHOOL, PALI - 306401   ", 9929853153 ,,Vaibhav Bhandari
329,330, Rajasthan ,Jaipur,Prayas Vocational Institute for Mentally Handicapped,prayasjaipur17@gmail.com,"J-5A,, Jhalana Institutional AreaJhalana, Jaipur-4 - 302017   ", 9928064097 ,,R.K.Mohla
330,331, Rajasthan ,Bharatpur,Mahila Bal Vikas Gramoudhyog Shiksha Samiti Bharatpur,luckyspecialschoolbharatpur@gmail.com,"330, New Pushp Vatika ColonyFathehpur Sikari Road, Bharatpur - 321001   ", 9783604189 ,Gharaunda,Vinod Kumar
331,332, Rajasthan ,Tonk,Yogesh Shekshik Punarwas Avam Shodh Sansthan,yogesh_niwai90@rediffmail.com,"Block-03, Indira Colony Extension, Ward no.-20Near Shyam Mandir, Niwai - 304021   ", 9829316028 ,,Sita Ram Swami
332,333, Rajasthan ,Udaipur,Prachya Shodh Peeth Samiti,sunitaprayas@yahoo.co.in,"30, Ac-I RoadBhupalpura, Udaipur - 313001   ", 9351549074 , Niramaya,Sunita Bhandari
333,334, Rajasthan ,Jalore,Jagriti Jan Sewa Sansthan,jjssnagour@gmail.com,"101, Rajpurohit Hostel, Jodhpur Road, Jalore - 307029   ", 9950855080 ,,Garima Gupta
334,335, Rajasthan ,Karauli,Kavya Siksha Evam Vikas Seva Sansthan,ksvssraj@gmail.com,"132 KV, GSS Colony, GSS Colony, Karauli - 322241   ", 9413431691 ,,Ramji Lal Sharma
335,336, Rajasthan ,Sri Ganganagar,Tapovan Manovikas Vidhaylya Samiti,tapovanmanovikas@rediffmail.com,"4 ML, suratgarh roadnear homeland city, sri ganganagar - 335001   ", 9461076742 ,,Sumer Mal Borar
336,337, Rajasthan ,Sri Ganganagar,Jubin Spastic Home & Charitable Sansthan,jubintrust_seva@yahoo.com,"195-196 SUKHARIA SHOPPING CENTRE, MAIN ROADNEAR SUKHARIA CIRCLE, Sri Ganganagar - 335001   ", 9414089070 ,,Vinita Ahuja
337,338, Rajasthan ,Jaipur,Gurukul Spastic Society,gurukulspasticsociety@gmail.com,"13-A, Chanchal Vatika, Anand Vihar-A, Binjari MargDadi Ka Phatak, Jhotwara, Jaipur - 302012   ", 7073677767 ,,Dr.Hari Ram Meena
338,339, Rajasthan ,Sirohi,Sanskar Shaikshik Punarvas Evam Anusandhan Sansthan,dciedssbk@gmail.com,"HOUSE NO. 40, SANTI VIHAR COLONY, RICCO INDUSTRIES AREAMANDAR, MANDAR - 307513   ", 9904538217 , Niramaya,Chaudhari Rameshbhai
339,340, Rajasthan ,Jaipur,Umang Centre for Special Education,umangjaipur@gmail.com,"00, Shipra Path, MansarovarNear Technology Park, Jaipur - 302020   ", 9314878251 ,"Badhte Kadam,Prerna Niramaya",Mrs. Deepak Kalra
340,341, Rajasthan ,Bhilwara,Sona Viklang Punervas Avom Sodh Sansthan,svnbhilwara@gmail.com,"NEAR NOBLE SCHOOL, KUWADA ROAD200 FIT BYEPASS, BHILWARA - 311001   ", 9414112526 ,,Prem Kumar Jain
341,342, Rajasthan ,Dausa,Deep Vidhya Mandir Samiti,dvmsngo@yahoo.co.in,"000, Gayatri NagarDausa, Dausa - 303303   ", 9414035821 ,"Disha,Samarth,Badhte Kadam",Mr. Nawal Kishor Bhankari
342,343, Rajasthan ,Jaipur,Approach Autism Society,approach.autism@gmail.com,"M 2161 A, Rangoli Gardens, Maharana Pratap Marg, PanchyawalaNear Vaishali Nagar, JAIPUR - 302034   ", 9214309551 , Niramaya,Anurag Srivastava
343,344, Rajasthan ,Ajmer,Jyotirgamay Seva Sansthan,jyotirgamayss@GMAIL.COM,"001, VAMDEV MARG BHARAT SEVA SHARM SHANG, PUSHKARPUSHKAR, AJMER - 305022   ", 9602058320 ,,Ved Prabha Sen
344,345, Rajasthan ,Jhunjhunu,Asha Ka Jharna,sudeepgo@rediffmail.com,"Ward No 5, Harlal Ka KothiNawalgarh, NAWALGARH - 333042   ", 9414036896 ,,Sudeep Goyal
345,346, Rajasthan ,Jhunjhunu,Maa Sewa Sansthan,saralasaini68@gmail.com,"121, Maa Mungi  By pass road GothraGothra, khetri nagar - 333504   ", 9636749124 ,,Dr. Indu Saini
346,347, Sikkim ,East Sikkim,Kalpataru Pratisthan,kalpatarupratisthan@rediffmail.com,"125, Raley samdong link roadNear kamaleshwar shivalaya mandir, kambal, Gangtok - 737107   ", 7602862291 ,,Ganga Prasad Bhattarai
347,348, Tamil Nadu ,Tirunelveli,Amar Seva Sangam,mail@amarseva.org,"7-4-104B, Sulochana GardensTenkasi Road, Ayikudy, Ayikudy, Tirunelveli - 627852   ", 9944454170 , Niramaya,S Sankara Raman
348,349, Tamil Nadu ,Sivgangai,Nambikkai Special School for Mentally Retarded run by Vasantham Mahalir Munnetra Sangam,svgavmms@gmail.com,"25, Sowgathali StreetNehru Bazzar, Sivaganga - 630561   ", 9865348316 ,,Mr.M.Ganesan
349,350, Tamil Nadu ,Dindigul,Arvi Special School A Unit Of Association for Rehabilitation Of Village Impairment,arvitrust@gmail.com,"2/917, OPP TO OM SHAKTHI TEMPLE, SEELAPADI POST,DINDIGUL, DINDIGUL - 624005   ", 9843160475 ,"Badhte Kadam,Disha,Sahyogi",A Ramachandran
350,351, Tamil Nadu ,Nagapattinam,Mahaishwar Parent Training Centre for Persons With Disabilities,mahaishwarcentre@gmail.com,"3E, N0.1, PUTHU STREET,MAILADUTHURAI, MAILADUTHURAI - 609001   ", 9842491956 ,,T.Kunguma Eswari
351,352, Tamil Nadu ,Kanyakumari,Rural Community Development Of India Rucode India,rucode@rediffmail.com,"479, Municipal  ColonyHousing Board, Nagercoil, Nagercoil - 629004   ", 9443283699 ,Sahyogi Niramaya,Maria Aloysius Novemoney
352,353, Tamil Nadu ,Ranipet,Nesam the School for Special Education,veeraraghavan_srinivasan@yahoo.com,"66/61, Vellore Main RoadNear Anna Statue, ARCOT - 632503   ", 9789827865 ,,K.V. Srinivasan
353,354, Tamil Nadu ,Coimbatore,Vidya Vikasini Opportunity School A Unit Of Vidya Vikasini Society,vvadmn@yahoo.co.in,"66 D, C/O - Vidya Vikasini Opportunity School66-D, Mettupalayam Road, Thudiyalur Post, Coimbatore - 641034   ", 9865996585 ,"Badhte Kadam,Samarth",Mr.T.V.Suresh
354,355, Tamil Nadu ,Cuddalore,Global Special School for the Mentally Challenged. A Unit Of Global Trust for the Differently Abled,globaltrust2014gk@yahoo.com,"NO 77 4th CROSS STREET, SUBBURAYALUNAGAR THIRUPPAPULIYURTHIRUPPAPULIYUR RAILWAY STATION, CUDDALORE - 607002   ", 9345216488 ,"Badhte Kadam,Samarth",M Kumudham
355,356, Tamil Nadu ,Dindigul,Udayam Special School for Intellectual Disabled A Unit Of Udayam Charitable Trust,udayamdgl@gmail.com,"107/3, ANNA NAGAR, VELAMPATTY (PO) NATHAM (TK), DINDIGULBACK TO UNION OFFICE, DIndigul - 624401   ", 9043560475 ,,Ramachandran
356,357, Tamil Nadu ,Chennai,Pathway Centre for Rehabilitation and Education for Mentally Retarded A Unit Of Dr. D. M. C. Trust,pathwaychandra@gmail.com,"E-76/1, 12TH WEST STREETKAMARAJ NAGAR, THIRUVANMIYUR, CHENNAI - 600041   ", 9840121859 ,,Chandra Prasad
357,358, Tamil Nadu ,Tiruppur,Sabarmathi Social Seva Sangam,admin@sabarmathisss.in,"B.29 - Kumaran Colony, AmmapalayamAnuparpalayam Post, Tirupur - 641652   ", 9842690623 ,Badhte Kadam Niramaya,Kumaraguru N
358,359, Tamil Nadu ,Thoothukkudi,Dymphna Special School run by Ctc Province Charitable Trust,dymphnasplschool@gmail.com,"2/236_2, kovilpillai vilaiArockiapuram, thoothukudi - 628002   ", 7868026413 ,,A Unit Of Ctc Province Charitable Trust
359,360, Tamil Nadu ,Dindigul,Srimathi Karthikeyani School for Special Children run by Kamakshi Pandarinathan Trust,kptrust2004@gmail.com,"4/385, MAHARAJA NAGARCOLLECTORATE POST OFFICE, DINDIGUL - 624004   ", 9514507000 ,,Dr.P.Sugumar
360,361, Tamil Nadu ,Tiruvannamalai,Peoples Craft Training Center,pctcxavi@gmail.com,"170, CC RoadKondam-Kariyandal, Nayudumangalam - 606802   ", 9442971305 ,Vikaas,Vijayaraj Mariadoss
361,362, Tamil Nadu ,Kanyakumari,Santhi Nilayam School for the Mentally Challenged,santhi_nilayam@yahoo.com,"12/91/B2, ParuthivilaiErumbukadu Post, Nagercoil - 629004   ", 9487955883 , Niramaya,Sr. Anis Theresa M.Jacob
362,363, Tamil Nadu ,Viluppuram,Sristi Special School A Unit Of Sristi Foundation,sristivillage@gmail.com,"Sristi Foundation, Konamangalam VillageNear School, Tindivanam - 604304   ", 9047787887 ,"Badhte Kadam,Vikaas",Karthikeyan G
363,364, Tamil Nadu ,Chennai,Vidya Sagar,niramaya@vidyasagar.co.in,"No.1, No.1,Ranjit Road, KotturpuramKotturpuram, Chennai - 600085   ", 9380474832 , Niramaya,Radha Ramesh
364,365, Tamil Nadu ,The Nilgiris,Desilva Special School Centre for the Intellectually Disabled Children. Desilva Handicap Trust.,jeevadesilva92@gmail.com,"4/164_K1, SackathaNear By Government High school Aravenu, Kotagiri - 643201   ", 9787556055 ,,Shanmugam.M
365,366, Tamil Nadu ,Dindigul,Gurukul Special School for Intellectually Disabled Children run by Lantern Charitable Trust,Gurukulspecialschool@gmail.com,"H-1-5, R.M.ColonyDindigul, Dindigul - 624001   ", 8807636524 ,,Kaleeswaran
366,367, Tamil Nadu ,Madurai,Bodhi Residential Psychiatric Rehab Centre run by M.S.Chellamuthu Trust and Research Foundation,info@msctrust.org,"643, K.K.NagarNear Anna Nagar Police Station, Madurai - 625020   ", 9629911341 ,,Mr.R.Rajkumari
367,368, Tamil Nadu ,Karur,Maanavoo Special School and Rehabilitation Centre A Unit Of Popular Medical ... Foundation,maanavoosplschool@gmail.com,"No 1, VADAMALAI GOUNDANURSOLIAMMAN KOVIL NEAR, KARUR - 639002   ", 9894044478 ,,G.Kalavathi
368,369, Tamil Nadu ,Theni,School for Intellectually Disabled run by Centre for Development and Communication Trust,cendect@gmail.com,"89-A/B-3,, WEST STREETKAMATCHIPURAM (S.O), THENI - 625520   ", 9443047245 ,,Dr P Patchaimal
369,370, Tamil Nadu ,Kanchipuram,Aathichudy Special School run by Swastik Trust,aathichudy@yahoo.com,"208, Navalar streetAnnai indira nagar, Konnerikuppam Village, Kanchipuram - 631502   ", 9444366435 ,,V.R. Sathiavannan
370,371, Tamil Nadu ,Tiruvarur,Bharathamatha Special School for the Intellectual Disabled Children Unit Of Bharathamatha Foundation,bharathamatha.vo@gmail.com,"3/2B  3/2C, MAIN ROAD, MANALI POST, THIRUTHURAIPOONDI - TALUK, THIRUVARUR - DISTRICTOPP. SATHANGUDI BRIDGE, THIRUTHURAIPOONDI - 610203   ", 9942227001 ,,Edaiyoor R.V. Manimaran
371,372, Tamil Nadu ,Chennai,Madhuram Narayanan Centre for Exceptional Children A Unit Of Bala Mandir Kamaraj Trust,mnc.chennai@gmail.com,"18, Prakasam Road, T Nagar, Chennai 600017Opp to Dass Color Labs, Chennai - 600017   ", 9444019226 ,,Mrs. Jaya Krishnaswamy
372,373, Tamil Nadu ,Namakkal,Sivabakkiam Rehabilitation Centre for Disabled Person,sivabakkiamrcd@gmail.com,"2/80, AyakattupalayamManathi Post, Tiruchengode Taluk - 637212   ", 9488200300 ,,Kasirajan
373,374, Tamil Nadu ,Ramanathapuram,Chest Aangelin School for Differentlyabled run by Children Andhandicappedempowerment Service Trust,chestaangelin9@gmail.com,"25/38, North Car StreetBackside of the Lord shivji Temple, Ramanathapuram - 623501   ", 9677212572 ,,Dhasaratha Boopathy V
374,375, Tamil Nadu ,Theni,Theni Social Rehabilitation and Development Trust,tesordt1@gmail.com,"8 3 8, MIDDLE STREET  VAYALPATTIVAYALPATTI, THENI - 625534   ", 9486735605 , Niramaya,Murugesan K
375,376, Tamil Nadu ,Thanjavur,Seed Trust,seedtcrescent@gmail.com,"168/2A, SRINIVASA NAGARAYYAMPETTAI, AYYAMPETTAI - 614201   ", 9442134286 ,,G. Rajendran
376,377, Tamil Nadu ,Salem,St Judes School for Mentally Challenged A Unit Of Ecomwel Orthopaedic Centre,eoclawrence@yahoo.co.in,"5.5/44.1 , Near RC Chruch, MGR COLONY VIATHARAMANGALAM, SALEM - 636502   ", 9443251703 ,"Samarth,Gharaunda,Badhte Kadam Niramaya",A Lawrence
377,378, Tamil Nadu ,Tirunelveli,Annai Jothi Special for Intellectually Disabled A Unit Of Annai Jothi Seva Trust,ajstrust2000@gmail.com,"2/454, Main RoadAdayakarumkulam, Ambasamudram - 627425   ", 9786489621 ,,P.Selvakumar
378,379, Tamil Nadu ,Tirunelveli,Padmasri Dr Sivanthi Athithanar Special School for M R Unit Of Mahatma Gandhiji Seva Sangam,bharathicom@rediffmail.com,"58/1, East BazzarVasudevanallur, Sivagiri TK - 627758   ", 9442066071 ,,Thavamani G
379,380, Tamil Nadu ,Thiruvallur,Asha School for the Mentally Retarded Children A Unit Of Asha Trust,ashamrschool@gmail.com,"No.34, Vallal Pari Street, RajajipuramNear Tiruvallur Railway station, Tiruvallur - 602001   ", 8428523524 ,Vikaas,D Saravana
380,381, Tamil Nadu ,Chennai,Downs Syndrome Federation Of India,info@downsyndrome.in,"11/6 Justice Sundaram Road Luz Mylapore Chennai 600004, Behind Nageshwar Rao Park, Chennai - 600004   ", 9840060817 ,,Dr. Surekha Ramachandran
381,382, Tamil Nadu ,Tiruchirappalli,The Spastics Society Of Tiruchirapalli,spasticsocietyoftiruchirapalli@gmail.com,"5, REVIVAL NAGAR RAMALINGA NAGAR SOUTH EXTENSIONVAYALUR ROAD, TIRUCHIRAPALLI - 620017   ", 9345230582 ,,Shanthakumar C
382,383, Tamil Nadu ,Kanchipuram,Aadhuraa Special School run by Aathichudy Trust,aadhuraa@gmail.com,"41, Murugammal Nagar, Velingapattarai, OrikkaiOpp Patel Saw Mill, kanchipuram - 631502   ", 9444318518 ,,Ravishankar.G
383,384, Tamil Nadu ,Chennai,The Spastics Society Of Tamilnadu Spastn,thespasticssocietyoftamilnadu@gmail.com,"CSIR Road, CSIR Road TaramaniBefore Ascendas IT Park, Chennai - 600113   ", 8754877598 , Niramaya,Mrs L V Jayashree
384,385, Tripura ,West Tripura,Voluntary Health Association Of Tripura,vha_tripura@rediffmail.com,"Opposite to Bangladesh Assistant High Commissioner Office, Circuit House AreaP.O. Kunjaban, Agartala, Tripura West - 799006   ", 9436129317 ,Badhte Kadam,Dr.Sreelekha Ray
385,386, Tripura ,West Tripura,Abhoy Mission,abhoymission@rediffmail.com,"121112, Ramnagar Road No.1P.O. Ramnagar, Agartala, West Tripura - 799002   ", 9436123069 ,Gharaunda,Shyamal Deb
386,387, Uttarakhand ,Dehradun,Latika Roy Memorial Foundation Society,rizwan@latikaroy.org,"113, Vasant ViharPhase 1, Dehradun - 248006   ", 9412962832 ,,Rizwan Ali
387,388, Uttarakhand ,Almora,Mangal Deep Vidya Mandir,mangaldeep29@rediffmail.com,"405, Krishna Mohini DhamKhatiyari, Almora - 263601   ", 9719078741 ,,Miss. Manorama Joshi
388,389, Uttarakhand ,Udam Singh Nagar,Anmol Foundation,anmolfoundationksp@gmail.com,"D 11 BLOCK - E, RAMPURAM COLONY BAZPUR ROAD KASHIPURCHAITI CHORAHA KASHIPUR, KASHIPUR - 244713   ", 9027108984 ,,Meenakshi Devi Chauhan
389,390, Uttarakhand ,Dehradun,Raphael Ryder Cheshire International Centre,raphaelcentre@gmail.com,"Raphael, PO Box-157, Mohini Road End,Trans Rispana Nadi, Dehradun, Uttarakhand - 248001   ", 9897297027 ,"Vikaas,Gharaunda",Mrs Priyo Lall
390,391, Uttarakhand ,Nainital,Srajan Spastic Society,srajanspasticsociety@gmail.com,"opp kapilashrami dharmsala, pilikothibehind ENT hospital, haldwani - 263139   ", 9411163157 ,,N K Kandpal
391,392, Uttarakhand ,Haridwar,Abhiprerna Foundation,abhiprernafoundation@gmail.com,"C-62, Shivalik Nagar, B.H.E.L., Haridwar, ABHIPRERNA FOUNDATIONC-62, Shivalik nagar, BHEL, HARIDWAR - 249403   ", 9319041049 ,,Dr. Deepesh Chandra Prasad
392,393, Uttar Pradesh ,Ghaziabad,Bhagirath Sewa Sansthan,bssksiat@yahoo.com,"R-10/144, RAJ NAGARNEAR RAMLEELA GROUND SEC-10, GHAZIABAD - 201002   ", 9810006150 ,Vikaas,Amitabh Sukul
393,394, Uttar Pradesh ,Muzaffarnagar,Ashadeep Dharmarth Sewa Samiti,ashadeepdharmarth@rediffmail.com,"Ashadeep Training institute for Mentally Challenged Children, Jansath RoadVishnu Vihar, Muzaffarnagar - 251001   ", 8439928554 ,,Ved Prakash Singhal
394,395, Uttar Pradesh ,Azamgarh,Gyanodaya Samekit Sansthan,gyanodayup@gmail.com,"Village- Jagdishpur, Phoolpur2 Km. from Phoolpur Railway Station, Azamgarh - 276304   ", 9839076462 ,,Basdev
395,396, Uttar Pradesh ,Ghazipur,Yaduvanshi Janta Shikshan Sansthan,yaduvanshijss09@rediffmail.com,"135, JAHURABADHAZIPUR BARESAR, GHAZIPUR - 233222   ", 9918454611 ,"Vikaas,Badhte Kadam",Paras Nath Yadav
396,397, Uttar Pradesh ,Allahabad,Rotary Sponsored Crippled and Youth Welfare Society,jimars11@gmail.com,"1, Jawahar Lal Nehru RoadOpp. Bhardwaj Ashram, Allahabad - 211002   ", 7388601555 ,,Dr. Bhasker Banerji
397,398, Uttar Pradesh ,Amethi(Chatrapati Sahuji Maharaj),Gramin Pragati Sansthan,pragatigps@gmail.com,"Village Paliaya Pashchim Post Rajkheta (Jagdishpur), Ameethi, Amethi - 227809   ", 9473555982 ,Gharaunda Niramaya,Ram Prakash Gupta
398,399, Uttar Pradesh ,Ballia,Samajik Utthan Samiti,susamiti.krishna@gmail.com,"254, Poorab tolaPoorab tola, Ballia - 277501   ", 9628385300 ,,Krishna Shankar
399,400, Uttar Pradesh ,Etawah,Ujala Foundation,ujalaetw@gmail.com,"Village and Post- Basrehar District- Etawah  U.P., Village and Post- Basrehar District- Etawah  U.P.Etawah to Farrukhabad Road, Etawah - 206253   ", 7037750303 ,,Varun
400,401, Uttar Pradesh ,Shahjahanpur,Saraswati Gyan Mandir Shiksha Samiti,sgmashok@gmail.com,"Hathaura Bujurg, P.O.Roza RSShahjahanpur, Shahjahanpur - 242306   ", 9415528984 ,Vikaas,Ashok Kumar Yadav
401,402, Uttar Pradesh ,Bahraich,Baba Sunder Singh Shiksha Samiti,brhbalmeet@gmail.com,"175, Kanoongopura SouthNear Police Chauki, BAHRAICH - 271801   ", 9450427218 ,,Dr Balmeet Kaur
402,403, Uttar Pradesh ,Lucknow,I Support Foundation,bobby.m.ramani@gmail.com,"546, Akansha,, Eldeco Udyan 2,Near Delhi Public School,, Lucknow - 226025   ", 9889121939 ,"Sahyogi,Vikaas,Disha,Badhte Kadam",Ms Bobby Moti Ramani
403,404, Uttar Pradesh ,Allahabad,Trishla Foundation,jjain999@gmail.com,"182c/350a, tagore townin front of colonelganj inter college, Prayagraj - 211002   ", 9415235159 ,,Dr Jitendra Kumar Jain
404,405, Uttar Pradesh ,Sultanpur,Rural Informative Social Harmony Academy,1998risha@gmail.com,"Village  Post - Bhain, BhainBlock Dubeypur, Sultanpur - 227808   ", 9936361463 ,"Badhte Kadam,Disha,Gharaunda",Risha Kumari Verma
405,406, Uttar Pradesh ,Basti,Sanchit Vikas Sansthan,npsvsbasti@gmail.com,"HasanapurP.O.Bargadwa, Basti - 272190   ", 9415930242 ,"Badhte Kadam,Disha,Samarth,Gharaunda,Sahyogi,Vikaas Niramaya",Pramod Kumar
406,407, Uttar Pradesh ,Rae Bareli,Shubhasheesh Shiksha Evam Vikas Sewa Sansthan,shubhasheeshsansthan@yahoo.com,"E-27, INDUSTRIAL AREA, SITE NO-2,AMAWAN ROAD, RaeBareli - 229001   ", 9415190420 ,"Vikaas,Samarth Niramaya",Sri Dinesh Kumar Srivastava
407,408, Uttar Pradesh ,Mathura,Kalyanam Karoti,kalyanamkarotimathura@gmail.com,"Kalyan Dhama, Saraswati KundMasani Delhi Link Road, Mathura - 281003   ", 9412280508 , Niramaya,Sunil Kumar Sharma
408,409, Uttar Pradesh ,Varanasi,Dr Ram Murti Prasad Mishra Gita Foundation,gurujyoti01@gmail.com,"B 38/55-23A, Sheel Nagar ColonyMahmoorganj, Varanasi - 221010   ", 6393032960 ,,Ram Murti Prasad Mishra
409,410, Uttar Pradesh ,Lucknow,Jeevan Jyoti Samaj Sewa Sansthan,jeevanjyoti.sss@gmail.com,"D-3/560, RUCHIKHAND-ISHARDA NAGAR, LUCKNOW - 226002   ", 9450653634 ,"Badhte Kadam,Vikaas,Disha Niramaya",Sukhmi Lal
410,411, Uttar Pradesh ,Agra,Integrated Institute Of Rehabiliation for the Disabled (Viklang Samekit Punrwas Sansthan),iirdagra@yahoo.com,"376, jangjeet nagar, rajpur chungi, shamshabad roadashray mand budhi sansthan, agra - 282001   ", 9058596091 ,"Samarth,Vikaas,Disha Niramaya",Yaks Joseph
411,412, Uttar Pradesh ,Amethi(Chatrapati Sahuji Maharaj),Adarsh Sewa Samiti,adarshsewasamiti1989@gmail.com,"VILLAGE PALIYA PASHCHIM POST RAJKHETAJAGDISHPUR, AMETHI - 227809   ", 9415964400 ,,Karuna Shankar Tripathi
412,413, Uttar Pradesh ,Gorakhpur,Laxmisarva Viklang Sewa Samit,mkp.vksss@gmail.com,"18, Markadi Pidahni Gola GorakhpurBadhalganj Varanasi Road Gorakhpur, Gorakhpur - 273402   ", 9918116017 ,,Devraj Singh
413,414, Uttar Pradesh ,Ballia,Raj Kishori Devi Shikshan Prashikshan Sewa Sansthan,rajk.up101@gmail.com,"01, BABHNAULINAWADA GET, BALLIA - 277121   ", 9415659882 ,,Anjani Kumar Upadhyay
414,415, Uttar Pradesh ,Kanpur Nagar,Amrita Charitable Trust,centrehead@amritassc.org,"117/K/100, A-2 sarvodaya nagarSarvodaya Nagar, Kanpur - 208005   ", 7380673555 ,,Dr. Rashmi Kapoor
415,416, Uttar Pradesh ,Sant Kabeer Nagar,Swami Vivekanand Shiksha and Samaj Kalyan Samiti,kksvssks@rediffmail.com,"Brahmchari , Mehdawal ,, Brahmchari, MENHDAWALMehdawal , Sant Kabir Nagar, MENHDAWAL - 272271   ", 9450559813 ,"Badhte Kadam,Gharaunda,Vikaas,Disha",Keshav Kumar Srivastava
416,417, Uttar Pradesh ,Allahabad,Jan Chetna Sansthan,jcsinstitute@gmail.com,"60M/44,5A, Nawab Yusuf RoadCivil Lines, Allahabad - 211001   ", 9415306680 ,"Samarth,Vikaas",K N Mishra
417,418, Uttar Pradesh ,Basti,Shiksht Yuva Sewa Samiti,syssbasti@gmail.com,"388 (Old) / 527, Pandey BazarMEHDAWAL ROAD, Basti. - 272002   ", 9415092114 ,Sahyogi,Gopal Krishna Agarwal
418,419, Uttar Pradesh ,Ambedkar Nagar,Lok Jagriti Sansthan,ljsambedkernager@gmail.com,"Village - Pahuti , Post - Saya, Veersingpur pahunti margNear Sarvdev Shakti Peeth Pahunti, Ambedkar Nagar - 224152   ", 9792945817 ,"Sahyogi,Vikaas",Arti Tripathi
419,420, Uttar Pradesh ,Jalaun,Shri Sharda Persad Dhrmarth Sewa Sansthan,Sidhushivhare@gmail.com,"H.N- 2261, New Patel Nagar OraiJaloun Road Orai, Orai - 285001   ", 9415169570 ,,Sidhu Shivhare
420,421, Uttar Pradesh ,Baghpat,Chaudhary Dharmath Samiti,ccsime.jabid@gmail.com,"179, CHHAPRAULI ROADVETENEORY HOSPITAL, BARAUT - 250611   ", 9917669000 ,,Ashok Kumar
421,422, Uttar Pradesh ,Lucknow,School for Potential Advancement and Restoration Of Confidence Sparc India,sparcindia95@gmail.com,"26, Gurudaya Niwas, Sachiwalaya ColonyMousambagh , Sitapur Road, Lucknow - 226020   ", 9839171676 ,"Vikaas,Disha",Amitabh Mehrotra
422,423, Uttar Pradesh ,Azamgarh,Kailashi Mahila Vikas Samiti,kailashi2013@gmail.com,"85, VILL- DHYANIPUR, POST- LOHARA, DIST- AZAMGARHNEAR INDIA MARKA HAND PUMP, ATRULIYA - 223223   ", 9452418699 ,"Badhte Kadam,Disha,Vikaas,Sahyogi,Gharaunda,Samarth",Sunita Devi
423,424, Uttar Pradesh ,Varanasi,Nai Subah,nipvns@gmail.com,"Nai Subah, Vaishno Nagar Colony,Kanchanpur, DLW, Varanasi - 221004   ", 9415302922 ,"Badhte Kadam,Disha,Vikaas,Sahyogi Niramaya",Dr. Ajay Tiwari
424,425, Uttar Pradesh ,Jaunpur,Srijan Sanstha,srijansanstha@yahoo.com,"2, KAILASH CHOWKVILL- SUNGULPUR, POST- HARBASPUR, JAUNPUR - 222001   ", 9140072486 ,,Dr. Sanjay Kumar Mishra
425,426, Uttar Pradesh ,Varanasi,Jan Vikas Samiti,mail@janvikassamiti.org,"Jan Vikas Samiti, At+PO-Murdaha, Dist-VaranasiVARANASI, UTTAR PRADESH, INDIA - 221003   ", 9534040402 ,,Chandran Riymonds
426,427, Uttar Pradesh ,Varanasi,Deva International Society for Child Care,tulsi_discc_cv@hotmail.com,"B 21/ 100 Bind Bhavan, Kamachha ChungiNear Sheesh Mahal Colony, Kamachha, Varanasi - 221010   ", 9415303557 ,"Badhte Kadam,Vikaas,Disha",Dr. C. Tulsi Das
427,428, Uttar Pradesh ,Bareilly,Pooja Sewa Sansthan,designviews540554@yahoo.com,"H.No.1, Malik Sahab Ki Kothi,, 1,Malik Sahib ki Kothi, Rajiv Kunj, Behind Police StationIzatnagar, IVRI Road,, Izatnagar, IVRI Road - 243122   ", 9568181368 ,,Pushp Pal Singh
